iso3,name,share_year,share_below5m,pop2023,region,income,pop_below5m,status,agency,system,corpus_gauges,test_gauges
MUS,Mauritius,2015,1.70500875904666,1248647,Sub-Saharan Africa ,Upper middle income,21289.54071957335,national,Mauritius Meteorological Services (MMS),Storm Surge Warning Bulletin,2,0
WSM,Samoa,2015,8.80347809135576,216663,East Asia & Pacific,Upper middle income,19073.87973707413,national,"Samoa Meteorology Division (MNRE), National Tropical Cyclone Warning Centre",Coastal Flood Advisory (issued with TC and severe weather warnings),1,0
TON,Tonga,2015,17.4969274192684,104597,East Asia & Pacific,Upper middle income,18301.261172732167,regional_only,via RSMC Nadi (Fiji Meteorological Service); Tonga Meteorological Service (Fua'amotu TCWC) issues national warnings,,1,0
COD,"Congo, Dem. Rep.",2015,0.012774030558603,105789731,Sub-Saharan Africa ,Low income,13513.612565803911,none_found,Mettelsat / Meteo RDC,,0,0
MLT,Malta,2015,2.3770445499738,552747,"Middle East, North Africa, Afghanistan & Pakistan",High income,13139.042438643679,not_assessed,,,0,0
CYM,Cayman Islands,2015,17.6167014674732,73038,Latin America & Caribbean ,High income,12866.886417813073,not_assessed,,,0,0
ATG,Antigua and Barbuda,2015,12.1917757079868,93316,Latin America & Caribbean ,High income,11376.877419664963,regional_only,via RSMC Miami (NHC); Antigua and Barbuda Meteorological Service,,0,0
PSE,West Bank and Gaza,2015,0.205186452677128,5165775,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,10599.47047578191,not_assessed,,,0,0
TCA,Turks and Caicos Islands,2015,20.763636573626,46198,Latin America & Caribbean ,High income,9592.38482428374,not_assessed,,,0,0
DMA,Dominica,2015,12.8568467497055,66510,Latin America & Caribbean ,Upper middle income,8551.088773229128,regional_only,via RSMC Miami (NHC); Dominica Meteorological Service,,0,0
MAF,St. Martin (French part),2015,28.6791382228283,27515,Latin America & Caribbean ,High income,7891.0648820112065,not_assessed,,,0,0
GRD,Grenada,2015,5.85477777203569,117081,Latin America & Caribbean ,Upper middle income,6854.832363277106,regional_only,via RSMC Miami (NHC); Grenada Meteorological Service,,0,0
BRB,Barbados,2015,2.20666381805887,282336,Latin America & Caribbean ,High income,6230.20635735469,regional_only,via RSMC Miami (NHC); Barbados Meteorological Services,,0,0
JOR,Jordan,2015,0.053651096121461,11439213,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,6137.263162168662,not_assessed,,,0,0
LCA,St. Lucia,2015,3.17776267992752,179285,Latin America & Caribbean ,Upper middle income,5697.251820708054,regional_only,via RSMC Miami (NHC); Saint Lucia Meteorological Services,,0,0
NAM,Namibia,2015,0.187784026474826,2963095,Sub-Saharan Africa ,Lower middle income,5564.219099274245,none_found,Namibia Meteorological Service,,0,0
ABW,Aruba,2015,4.99749731654337,107359,Latin America & Caribbean ,High income,5365.263144067797,not_assessed,,,0,0
VCT,St. Vincent and the Grenadines,2015,5.10753350952373,101323,Latin America & Caribbean ,Upper middle income,5175.106177854728,regional_only,via RSMC Miami (NHC); St. Vincent and the Grenadines Meteorological Services,,0,0
IMN,Isle of Man,2015,5.99191284735536,84165,Europe & Central Asia,High income,5043.093447976639,not_assessed,,,0,0
VGB,British Virgin Islands,2015,12.7317122495667,38985,Latin America & Caribbean ,High income,4963.458020493577,not_assessed,,,0,0
VIR,Virgin Islands (U.S.),2015,4.65496559084809,104917,Latin America & Caribbean ,High income,4883.850248950091,not_assessed,,,0,0
STP,Sao Tome and Principe,2015,2.0292893287363,230871,Sub-Saharan Africa ,Lower middle income,4685.040566146782,none_found,Instituto Nacional de Meteorologia (INM),,0,0
BMU,Bermuda,2015,7.22995540717487,64698,North America,High income,4677.636549333998,not_assessed,,,0,0
GUM,Guam,2015,2.38697297670755,166506,East Asia & Pacific,High income,3974.453224596673,not_assessed,,,0,0
TUV,Tuvalu,2015,39.2678754952485,9816,East Asia & Pacific,Upper middle income,3854.534658613592,national,Tuvalu Meteorological Service (system built with SPC under WMO CREWS),"Tuvalu wave and inundation forecast system (7-day, national scale)",1,0
KNA,St. Kitts and Nevis,2015,7.44796014369895,46758,Latin America & Caribbean ,High income,3482.5172039907548,regional_only,via RSMC Miami (NHC); St. Kitts and Nevis Meteorological Service,,0,0
SXM,Sint Maarten (Dutch part),2015,8.05550980054621,42749,Latin America & Caribbean ,High income,3443.649884635499,not_assessed,,,0,0
MCO,Monaco,2015,7.89918573895599,38956,Europe & Central Asia,High income,3077.2067964676953,not_assessed,,,0,0
MNP,Northern Mariana Islands,2015,6.28043795872844,45143,East Asia & Pacific,High income,2835.1781077087794,not_assessed,,,0,0
CUW,Curacao,2015,1.68014514768168,154654,Latin America & Caribbean ,High income,2598.4116766956254,not_assessed,,,0,0
ASM,American Samoa,2015,4.62737256653892,47521,East Asia & Pacific,High income,2198.9737173449603,not_assessed,,,1,0
PLW,Palau,2015,12.2852393676251,17727,East Asia & Pacific,High income,2177.8043826989015,regional_only,via NOAA/NWS (WFO Guam; Palau Weather Service Office Koror is a US NWS office),NWS coastal flood and high surf products,1,0
NRU,Naoero,2015,16.5568128235512,11875,East Asia & Pacific,High income,1966.121522796705,none_found,Nauru Meteorological Service (weather bulletins issued by Fiji Meteorological Service / RSMC Nadi),,1,0
FRO,Faroe Islands,2015,2.67390517589443,54398,Europe & Central Asia,High income,1454.550937583052,not_assessed,,,0,0
BIH,Bosnia and Herzegovina,2015,0.0137988235253632,3185073,Europe & Central Asia,Upper middle income,439.50260242399145,not_assessed,,,0,0
TJK,Tajikistan,2015,0.0,10389799,Europe & Central Asia,Lower middle income,0.0,not_assessed,,,0,0
UZB,Uzbekistan,2015,0.0,35652307,Europe & Central Asia,Lower middle income,0.0,not_assessed,,,0,0
UGA,Uganda,2015,0.0,48656601,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
ZMB,Zambia,2015,0.0,20723965,Sub-Saharan Africa ,Lower middle income,0.0,not_assessed,,,0,0
CHE,Switzerland,2015,0.0,8888822,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
TKM,Turkmenistan,2015,0.0,7364438,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
AFG,Afghanistan,2015,0.0,41454761,"Middle East, North Africa, Afghanistan & Pakistan",Low income,0.0,not_assessed,,,0,0
SSD,South Sudan,2015,0.0,11483374,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
SVK,Slovak Republic,2015,0.0,5426740,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
ETH,Ethiopia,2015,0.0,128691692,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
SWZ,Eswatini,2015,0.0,1230506,Sub-Saharan Africa ,Lower middle income,0.0,not_assessed,,,0,0
CZE,Czechia,2015,0.0,10864042,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
TCD,Chad,2015,0.0,19319064,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
CAF,Central African Republic,2015,0.0,5152421,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
BDI,Burundi,2015,0.0,13689450,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
BFA,Burkina Faso,2015,0.0,23025776,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
BWA,Botswana,2015,0.0,2480244,Sub-Saharan Africa ,Upper middle income,0.0,not_assessed,,,0,0
BOL,Bolivia,2015,0.0,12244159,Latin America & Caribbean ,Lower middle income,0.0,not_assessed,,,0,0
BTN,Bhutan,2015,0.0,786385,South Asia,Lower middle income,0.0,not_assessed,,,0,0
BLR,Belarus,2015,0.0,9178298,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
AZE,Azerbaijan,2015,0.0,10153958,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
AUT,Austria,2015,0.0,9131761,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
ARM,Armenia,2015,0.0,2964300,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
AND,Andorra,2015,0.0,80856,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
HUN,Hungary,2015,0.0,9592186,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
KAZ,Kazakhstan,2015,0.0,20330104,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
KGZ,Kyrgyz Republic,2015,0.0,7099750,Europe & Central Asia,Lower middle income,0.0,not_assessed,,,0,0
NPL,Nepal,2015,0.0,29694614,South Asia,Lower middle income,0.0,not_assessed,,,0,0
SRB,Serbia,2015,0.0,6623183,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
SMR,San Marino,2015,0.0,33860,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
RWA,Rwanda,2015,0.0,13954471,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
PRY,Paraguay,2015,0.0,6844146,Latin America & Caribbean ,Upper middle income,0.0,not_assessed,,,0,0
MKD,North Macedonia,2015,0.0,1827816,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
NER,Niger,2015,0.0,26159867,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
MNG,Mongolia,2015,0.0,3481145,East Asia & Pacific,Upper middle income,0.0,not_assessed,,,0,0
LAO,Lao PDR,2015,0.0,7664993,East Asia & Pacific,Lower middle income,0.0,not_assessed,,,0,0
MDA,Moldova,2015,0.0,2457783,Europe & Central Asia,Upper middle income,0.0,not_assessed,,,0,0
MLI,Mali,2015,0.0,23769127,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
MWI,Malawi,2015,0.0,21104482,Sub-Saharan Africa ,Low income,0.0,not_assessed,,,0,0
LUX,Luxembourg,2015,0.0,666430,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
LIE,Liechtenstein,2015,0.0,39846,Europe & Central Asia,High income,0.0,not_assessed,,,0,0
LSO,Lesotho,2015,0.0,2311472,Sub-Saharan Africa ,Lower middle income,0.0,not_assessed,,,0,0
ZWE,Zimbabwe,2015,0.0,16340822,Sub-Saharan Africa ,Lower middle income,0.0,not_assessed,,,0,0
